"","species","temp","injury_level","recov","replicate","TRT","Lactic_acid","Alanine","Valine","Leucine","Phosphoric_acid","Glycerol","Isoleucine","Proline","Glycine","Succinic_acid","Fumaric_acid","Pipecolic_acid","Serine","Threonine","Malic_acid","Methionine","Aspartate","GABA","Glutamate","Phenylalanine","Asparagine","Putrescine","Ornithine","Citric_acid","Fructose","Glucose","Lysine","Tyrosine","Mannitol","Inositol","Sucrose","Trehalose"
"124","RP",-5,"L","D",5,"L_D",0.33959452,6.393649559,1.253948955,0.857377396,9.44569057,0.305649369,0.677282491,2.58098783,0.962693456,0.593272704,0.319788363,0.25378696,1.329272617,0.756440538,0.776456586,0.395529249,0.329776807,0.956584224,3.784013894,0.603155111,6.686152616,0.573818744,0.628870502,0.746877421,0.926698779,28.01280547,4.882672016,4.98525236,4.234088394,0.826402285,0.399360999,30.37078075
"125","RP",-5,"L","D",6,"L_D",0.796151974,5.350988532,1.402035409,0.942655105,13.55502957,0.39198186525,0.831217799,2.904456743,1.082309019,0.414562902,0.099005104,0.290662658,1.622806762,0.982949887,0.803906882,0.276968013,0.364658609,1.762714803,7.097836633,0.498576412,6.105713544,0.25530593,0.33451515,0.761523091,0.751656598,49.77950602,5.953609442,8.632804927,2.031538808,0.940997848,0.050315228,38.50565233
"126","RP",-5,"L","D",7,"L_D",0.55310683,6.653254027,1.508140859,0.817408667,12.47447516,0.39198186525,0.915722117,2.743588737,1.271133926,0.296192396,0.020951266,0.357500184,1.620133793,0.936973668,0.593855842,0.297500603,0.284831543,1.504696041,7.379221515,0.570164993,7.1723287,0.450972561,0.477979428,0.741936858,0.881549106,36.84489113,7.306860729,11.5410755,2.901608673,0.784651377,0.065115412,30.06709758
"127","RP",-5,"L","D",8,"L_D",2.16148202,8.728928305,1.867862066,1.052622541,16.68087048,0.39198186525,1.204816284,3.70929524,1.812304567,0.422928215,0.148804769,0.285527291,2.585626599,1.153455315,0.82055578,0.541981612,0.338941105,1.4844963,6.978792928,0.875233928,9.567405161,0.526362535,0.336918973,0.933404302,0.530765314,84.98482635,10.52186564,22.80847763,2.776695256,1.118910485,0.361448506,42.54674716
"128","RP",-5,"L","R",1,"L_R",0.977571779,3.042043114,0.521903191,0.623584498,14.87880582,0.419813697,0.670689112,2.678153458,0.705395978,0.443185544,0.318166158,0.188757911,1.443991299,0.333863309,0.818726684,0.518647348,0.392018382,0.883034248,4.538591316,0.511303863,8.469116713,0.351671902,0.576443291,1.078986859,0.287650024,31.84477661,3.539967606,2.713143802,0.564912237,0.835374814,0.322917938,26.64667431
"129","RP",-5,"L","R",2,"L_R",1.267099997,2.234340039,1.704580915,0.628178327,6.247793293,0.484368123,1.000961137,2.069070666,0.595279585,0.557956155,0.792021756,0.309687215,1.119180346,0.757692441,0.813378843,0.6124141,0.569003613,0.557208452,2.235330016,0.870720275,6.423052759,0.249772735,0.753550594,0.762363046,0.480960835,18.86434278,1.398181699,2.315830995,2.739273238,0.640789401,0.468834061,18.26588165
"130","RP",-5,"L","R",3,"L_R",1.289272041,3.262422455,0.87013742,0.755641899,11.8639419,0.442661032,0.765997694,2.667967238,0.878123032,0.886638065,0.903393319,0.324855881,1.326475187,0.631602985,1.034977324,0.781878121,0.606124319,0.976166247,3.38362709,0.917275541,7.718161299,0.336970028,0.995651616,0.962012298,0.557656874,36.68601835,3.193272949,2.651941935,3.068721935,0.96455229,0.501815981,24.67862799
"131","RP",-5,"L","R",4,"L_R",0.923489391,2.87984727,0.889066416,0.573595428,16.48230451,0.42748900975,0.733133639,2.876246995,1.037367533,0.415732687,0.178075002,0.168007842,1.627264384,0.49123715,0.708558992,0.328989982,0.455113047,1.171100483,5.392033503,0.41754226,6.923669805,0.250775928,0.358103501,1.119654779,0.608649799,85.90989399,4.376128017,8.569935352,5.522419999,1.05707994,0.259665484,33.42978423
"132","RP",-5,"L","R",5,"L_R",0.432151356,2.861283926,0.694586967,0.507306372,11.1620717,0.363113187,0.442986227,1.577694713,0.698356871,0.797911164,0.299023887,0.206439083,1.157289081,0.343199151,0.888977044,0.445347439,0.500078266,0.802022953,3.763646044,0.436105928,5.615845448,0.488722136,0.555353595,1.268441919,0.299628782,30.30937932,2.257796583,4.639802232,1.399616271,0.862635196,0.334019022,19.61757861
"133","RP",-5,"L","R",6,"L_R",0.425979068,3.141972787,1.401457505,0.60674705,15.86388686,0.42748900975,0.944488537,1.408426908,0.99742593,0.357185177,0.101514039,0.286828186,1.384520892,0.668184385,0.538009633,0.19540257,0.387081118,1.505545901,5.7393133,0.469230545,4.917607845,0.315443507,0.462769073,0.952691099,0.324268284,69.60100197,2.573886986,6.031688396,1.9832428,1.379882945,0.165231327,29.58345415
"134","RP",-5,"L","R",7,"L_R",0.541098811,2.715190277,0.894794758,0.456486677,9.056346459,0.42748900975,0.664634368,1.186705839,0.884227338,0.380212692,0.095310657,0.290075641,1.477480138,0.552911965,0.57706537,0.154003498,0.391474562,0.921111065,5.452001497,0.447112642,4.906256379,0.202446902,0.370242783,1.00595356,0.36753232,38.09752896,2.16607086,5.241082385,1.009371995,0.81952303,0.119926948,24.58685234
"135","RP",-5,"L","R",8,"L_R",0.489075579,2.62747014,1.361075713,0.569793171,13.57153186,0.42748900975,1.20146679,1.78501099,0.933029477,0.327658549,0.119370921,0.150958774,1.562391204,0.619397634,0.604212531,0.2882873,0.453294324,1.386672583,4.966759235,0.557341937,6.500922824,0.321541352,0.53922535,1.011721721,0.8955834,34.30974318,4.739873237,10.37401699,8.866773488,0.732917995,0.243917285,30.05877463
"136","RP",-5,"H","D",1,"H_D",0.594508111,8.600821278,1.268769711,1.215066789,14.48447893,0.537796827,0.962510591,3.322822922,0.993929974,0.431342073,0.256414705,0.133922619,1.650522398,1.140755891,0.998055562,0.477497736,0.349058105,1.118365901,7.19736516,0.687442906,8.52962185,0.660803124,0.612763384,1.059180889,1.176947367,32.71447007,5.006036928,4.56448855,4.721381063,1.066162046,0.204654131,24.69388775
"137","RP",-5,"H","D",2,"H_D",0.474448187,9.148321048,1.478929525,1.346678624,16.17192374,0.624072627,1.030857641,3.174903769,1.411631163,1.071820736,0.548626897,0.207554799,1.700097588,1.26464985,0.6370372,0.578132672,0.353625997,1.025372386,6.218297047,0.931402767,5.166749974,0.950128535,0.948620046,0.879113,1.109484214,61.79336752,4.914581161,3.73913693,2.83319769,0.832906964,0.312063194,22.44202123
"138","RP",-5,"H","D",3,"H_D",0.54085208,11.3237175,1.606383045,1.292833717,8.933391309,0.511985672,1.048432185,3.495586369,1.289316628,0.92764708,0.529557436,0.216427752,1.523859129,1.079959733,0.48948943,0.639627843,0.368938301,0.92460603,5.356040972,0.992108106,9.488212731,0.842081635,0.834337457,0.746896543,0.962102131,66.91906858,5.981750118,3.942786376,4.13381051,0.687617218,0.321020553,23.80828889
"139","RP",-5,"H","D",4,"H_D",0.10070691,5.574349338,0.67524592,0.497282987,10.84867422,0.50166505325,0.53618909,1.660811912,1.311343802,0.26866927,0.011948331,0.092894374,1.076374077,0.681376245,0.165439615,0.286876476,0.100376914,1.648811767,5.202798317,0.366937927,5.233724453,0.610545126,0.576214662,0.4424522,0.601808614,46.11736811,5.407288749,7.71001655,2.032178644,1.731428374,0.133901629,21.03039794
"140","RP",-5,"H","D",5,"H_D",0.006149073,6.86446461,0.896067452,0.720427163,9.9863167,0.332805087,0.590248235,1.756729234,0.691590946,0.419823687,0.197730924,0.151388859,0.961622444,0.898329682,0.621162977,0.375467869,0.264902233,0.873376362,4.920270437,0.476162402,4.804711434,0.40701475,0.459858985,0.686772198,0.38505385,48.85093558,2.43907853,3.363346544,2.071207312,0.740172525,0.223374149,21.59386945
"141","RP",-5,"H","D",6,"H_D",0.035457437,4.702442862,0.50105167,0.428047629,9.029053751,0.50166505325,0.407903933,1.373230386,1.294135392,0.258107154,0.040684303,0.071761465,0.800730804,0.514736272,0.197791959,0.190176162,0.073115547,1.024964243,4.208220484,0.325862337,3.510765627,0.530490956,0.372931947,0.404941542,0.608503311,40.57154777,4.270799451,8.721207351,2.24513411,0.895147183,0.111004473,19.73977183
"142","RP",-5,"H","D",7,"H_D",0.221093744,6.165047669,0.667744505,0.691121268,9.950231545,0.50166505325,0.578525992,1.772608436,1.184420051,0.25457408,0.253151147714286,0.207811069,1.022665774,0.633186128,0.238672999,0.167815042,0.055008289,1.369450022,5.795701182,0.331215353,3.28362457,0.599876277,0.397318854,0.58974221,0.726486364,53.64777272,2.989439956,4.166324096,2.103753251,1.366430127,0.070428143,21.43504248
"143","RP",-5,"H","D",8,"H_D",0.342405165,6.814759825,0.857706819,0.72290392,13.62784461,0.50166505325,0.661350917,2.323341393,0.872040986,0.31591736,0.187095438,0.113894098,1.225131017,0.617286963,0.714803866,0.304257674,0.347134868,1.492236801,8.244334451,0.462830575,5.299883245,0.724894002,0.50753623,0.949591949,0.554000534,54.71936981,5.161388431,14.79450023,2.790739822,0.862523081,0.157009011,42.88999562
"144","RP",-5,"H","R",1,"H_R",0.444783095,4.189395099,1.842602046,0.431397349,20.7707083,1.304767817,0.941000867,5.637950781,0.902458503,0.667896691,0.314779994,0.419908057,2.039507623,1.217785754,1.563645448,0.729535194,0.934544982,1.051502902,6.880107957,1.370514513,15.33602048,0.722711264,0.750854923,1.648217937,0.337182458,20.79731496,8.238111235,5.62782485,2.539806926,1.695458256,0.263081119,26.92712021
"145","RP",-5,"H","R",2,"H_R",0.416885681,3.137566243,1.737735821,0.759799667,14.17949964,0.43791148,1.377511562,2.240922885,0.894422663,0.891872362,0.735836678,0.267988175,1.460545969,0.692344411,0.911280534,0.714805734,0.524041267,0.790984596,4.10851464,0.967679763,6.104229212,0.240355811,0.819614683,0.891186619,0.390641892,48.06306992,2.627896654,3.503205183,1.225713806,0.813972976,0.410131462,26.98680504
"146","RP",-5,"H","R",3,"H_R",1.717194192,4.188649385,2.245774263,0.923584352,16.15519497,0.624722697,1.469907549,2.157693031,1.01473383,1.266124436,0.990312197,0.367839488,1.824909046,0.908404165,1.290960299,0.938742851,0.664168543,1.094374875,4.652773477,1.206493656,7.035365471,0.34030515,1.11069299,1.181840766,0.513463306,55.50392949,3.896897086,4.849546903,1.191104664,1.14091993,0.546103697,20.9716417
"147","RP",-5,"H","R",4,"H_R",0.584475626,3.135224297,0.980159195,0.432797853,19.46249056,0.6662883795,0.793356465,2.176602696,1.177637252,0.462476856,0.155936304,0.147518124,1.334558197,0.424517688,0.730406349,0.440797692,0.244607502,1.521140372,5.418091849,0.526237606,5.141455636,0.182519287,0.33461543,1.013758183,0.184574836,40.92292677,4.013233393,7.998162048,1.644935115,1.236235002,0.192713622,34.66299707
"148","RP",-5,"H","R",5,"H_R",0.72244864,3.026536745,2.527413733,0.819848095,11.89791511,0.297751524,1.586283865,1.886392436,0.783780923,0.60308184,0.275100163,0.228302076,1.284850113,0.836210605,0.564885289,0.508213715,0.450961037,0.875730535,3.371774242,0.779631897,6.768112042,0.170333102,0.640680813,0.96346119,0.362471198,30.09838056,2.160004042,3.106046442,1.174705003,0.701933131,0.392435775,23.54736898
"149","RP",-5,"H","R",6,"H_R",0.713899258,5.35749506,0.90011226,0.803269332,28.87666049,0.6662883795,0.793089714,2.636251656,1.633834597,0.801832716,0.159739403,0.180878324,2.081651426,0.741735617,0.757911366,0.368398446,0.601933188,1.341128061,7.688936878,0.58240075,9.179458872,0.482125455,0.365270692,1.544796245,0.504259354,40.92292677,6.065060011,12.83939203,1.879035415,0.856039269,0.276552334,30.17882983
"150","RP",-5,"H","R",7,"H_R",1.275778937,2.704844952,0.490923241,0.593992673,20.29572489,0.6662883795,0.570000195,2.796036224,0.980339861,0.465250196,0.115782792,0.347317989,1.560559128,0.342203887,0.649777724,0.449821799,0.44566649,1.090812156,6.162667027,0.329045782,6.25893517,0.215041214,0.383132496,1.351115598,0.216473401,44.33248059,4.857363668,4.827361982,0.607714768,0.897027638,0.039813361,27.30131174
"151","RP",-5,"H","R",8,"H_R",0.79284433,5.578138367,5.941971848,1.215903145,14.05488445,0.6662883795,4.456862212,3.604948137,1.09498537,0.442839598,0.122712892,0.266341894,3.032778947,1.832852381,0.614814306,0.588576248,0.360555082,0.903203107,7.507316785,1.581310758,11.64928954,0.015348703,0.555532391,1.034281884,0.59818416,46.7423851,3.074471572,25.26776119,13.46631488,0.582537629,0.35289882,46.94321015
"152","RP",-5,"F","D",1,"F_D",1.383675529,5.728319851,0.871279916,0.970546187,13.21192611,0.291945841,0.817921965,2.73555649,0.767910577,0.590137595,0.345751652,0.299659308,1.290142375,0.785767476,0.871789965,0.594266314,0.656776956,1.199516132,4.65048447,0.728561164,6.187990351,0.185647006,0.790467576,1.267745967,0.931491596,30.1148182,3.962216996,2.853000203,3.142906988,0.88215832,0.446016463,32.90298109
"153","RP",-5,"F","D",2,"F_D",1.065845356,6.63799255,1.052842797,0.890643558,11.50629197,0.503805546,0.772820347,2.452633484,0.997437011,1.030470084,0.953892839,0.346428408,1.509214696,0.89326349,1.076425001,0.743249704,0.654859091,1.109457381,4.408890276,0.999035181,6.46857434,0.29282447,1.019737743,1.127272747,1.084288398,47.78525401,5.001461466,2.970089828,2.292818658,1.3717926,0.51797221,34.42586848
"154","RP",-5,"F","D",3,"F_D",4.146020408,7.106793359,1.097580686,0.924996836,9.750773733,0.565142648,0.861462315,2.727981857,1.117372031,1.022993765,1.175174037,0.434914058,1.590269208,1.104892946,1.269579073,0.909428984,0.77362429,1.238386149,3.982693438,1.249735786,7.866088825,0.304630324,1.375290641,1.38454981,1.199943859,50.34498349,5.858914189,3.708073068,2.849339994,1.137557806,0.69209608,38.04210521
"155","RP",-5,"F","D",4,"F_D",2.297240482,4.851388094,0.711376032,0.742069077,16.80134778,0.45607579625,0.862209619,2.756170942,0.493510592,0.39146235,0.120007608,0.249825852,1.539414188,0.741035521,0.962113531,0.505004868,0.617046488,1.045370607,5.56817384,0.540088463,3.825805223,0.073945246,0.552985569,1.167258736,0.48050939,67.42822755,4.608024659,8.979235467,1.34543931,0.914813422,0.340719235,31.50012199
"156","RP",-5,"F","D",5,"F_D",3.287642257,6.639949787,0.748612978,0.797536357,10.85764972,0.46340915,0.604789616,2.323398625,0.662977022,0.664301168,0.402643344,0.329245322,1.101527496,0.745169954,1.53666128,0.562634337,0.40391151,0.846589495,3.601685131,0.65760731,1.872370754,0.409130857,0.694629234,1.040823554,0.637035762,48.57294412,2.437270239,3.056314263,0.491164176,0.926178425,0.516900959,21.57502395
"157","RP",-5,"F","D",6,"F_D",1.035099932,4.784960838,1.09516554,0.713522264,14.70270801,0.45607579625,0.930023714,2.947172914,0.731695337,0.51130472,0.118717667,0.257427873,1.483089859,0.867142555,0.740131805,0.304174168,0.72344903,1.081965181,6.087915895,0.627707669,4.233604682,0.21837658,0.286972663,1.143962319,0.579216375,50.37205306,4.678656095,14.18077405,2.930466907,0.650395495,0.312945985,38.45978207
"158","RP",-5,"F","D",7,"F_D",0.734452521,4.654952302,0.763196988,0.847796856,11.44007351,0.45607579625,0.773638815,2.699916176,0.778235942,0.369944558,0.467311631285714,0.566211238,1.231873319,0.568194885,0.400066484,0.115227988,0.363264452,1.130843394,5.217460072,0.415926368,3.137874859,0.207243216,0.630515965,1.038250161,1.284208451,46.47203135,4.948378932,6.360866385,2.934580995,1.086001445,0.169747347,30.00259036
"159","RP",-5,"F","D",8,"F_D",1.095037043,5.550922981,0.960759425,0.703205499,15.69386127,0.45607579625,0.943626736,2.743107113,0.667627712,0.363876394,0.154994272,0.225232593,1.596676626,0.743286886,0.719207194,0.292266927,0.473126606,0.836928705,5.777175002,0.541673575,4.009305385,0.003113215,0.462966672,1.140445303,0.658562848,48.52106596,3.388703872,8.759285289,2.423446978,0.754938872,0.288400843,36.97909732
"160","RP",-5,"F","R",1,"F_R",0.84704393,3.359237379,1.391632051,0.627841614,13.66046331,0.389980839,1.046831844,2.168005143,0.707889275,0.742621324,0.25762438,0.160594759,1.116162187,0.592967482,0.890730428,0.410943581,0.491075375,0.900221814,4.895392189,0.636786201,6.120243739,0.257318779,0.40824992,1.017615363,0.420615189,31.41076283,2.123136257,3.906315939,3.606196087,0.719881564,0.270947213,24.99484943
"161","RP",-5,"F","R",2,"F_R",0.635046545,3.263788219,1.241636815,0.693523971,12.82441669,0.514718057,1.076115569,2.251486912,0.876301209,0.929938309,0.692459605,0.252848441,1.170540055,0.702306431,1.028769225,0.538986815,0.524984915,0.852976119,3.991038357,0.795723414,4.809300402,0.278872497,0.773988236,1.313933272,0.811096225,43.59244118,2.755949327,3.029713357,5.792398664,0.876205601,0.368639981,32.39534968
"162","RP",-5,"F","R",3,"F_R",1.979687975,4.731269681,1.97911894,0.961025145,13.37923627,0.722551185,1.834493292,3.083502647,0.986603543,1.254749647,0.232314173714286,0.393839908,1.615488615,1.134045319,1.312056644,0.818168217,0.748384488,0.884096552,4.41073595,1.355179491,8.301097419,0.271324963,1.113284583,1.311955141,0.751888843,54.74703129,3.113759171,2.951468541,4.125912282,1.040938194,0.615542881,35.75539801
"163","RP",-5,"F","R",4,"F_R",0.532816782,2.652933134,0.700111649,0.446360002,18.12039127,0.5052577535,0.783835506,1.650955151,0.857222397,0.484477279,0.172202757,0.139744941,1.37039885,0.533545095,0.842555505,0.423177386,0.335742232,1.284986697,6.03737062,0.501479629,4.756782672,0.11602187,0.645993211,1.245244631,0.452082697,72.61526974,4.621469159,11.97477721,1.939169036,0.871258775,0.212185294,30.23414325
"164","RP",-5,"F","R",5,"F_R",1.107062787,2.211708852,1.110460796,0.506480553,9.325291491,0.393780933,0.866846179,1.453179093,0.443679713,0.464589035,0.241276391,0.201730912,0.928363194,0.535881969,0.545811017,0.362392527,0.323792311,0.51578766,2.300197893,0.46602235,3.949907815,0.260573645,0.360179347,0.671423468,0.319206822,25.27994134,0.943956726,2.18378062,1.536449979,0.523902002,0.335142533,19.14914813
"165","RP",-5,"F","R",6,"F_R",0.593162683,2.966555717,1.280295601,0.620863506,14.22271191,0.5052577535,0.988738545,1.949672901,0.848753079,0.439268731,0.092860103,0.24793805,1.275394974,0.581948279,0.608383237,0.287033959,0.25253703,0.958932116,5.777115798,0.516452676,2.889326205,0.076329706,0.405076606,1.006859963,0.460114263,62.52009,2.118779258,6.427840931,2.688926196,1.167373173,0.137413328,31.58591417
"166","RP",-5,"F","R",7,"F_R",1.139316458,2.569309079,1.052674994,0.561557811,12.73137599,0.5052577535,0.864686096,1.491700332,0.579124909,0.257592035,0.039608832,0.307865684,1.370181367,0.598956823,0.585142855,0.252490566,0.498910747,0.856246276,5.440987075,0.505101608,4.229713035,0.105568463,0.356433437,0.713699073,0.841279403,29.89408147,3.185048126,4.84053983,2.893582408,0.824360494,0.165021738,26.58783253
"167","RP",-5,"F","R",8,"F_R",0.268072094,2.849541318,2.106042964,0.679869134,14.03578889,0.5052577535,1.701596057,2.124134685,0.856720944,0.36503294,0.130167148,0.129178277,1.483530148,0.891533199,0.580383003,0.339221933,0.310961854,1.210434041,5.63495354,0.626768223,5.499411727,0.17945105,0.216898931,0.854538526,0.412423808,58.09438471,2.813230784,13.22447233,3.187772701,1.039573499,0.182973852,32.02591529
